Timestamp,JoystickValue,MappedAngle
15:04:21,-0.01177978515625,88
15:04:22,-0.01177978515625,88
15:04:22,-0.019622802734375,88
15:04:23,-0.01177978515625,88
15:04:23,-0.003936767578125,89
15:04:23,-0.01177978515625,88
15:04:23,-0.01177978515625,88
15:04:23,-0.019622802734375,88
15:04:23,-0.003936767578125,89
15:04:23,-0.01177978515625,88
15:04:24,-0.01177978515625,88
15:04:24,0.043121337890625,93
15:04:24,0.043121337890625,93
15:04:24,0.043121337890625,93
15:04:24,0.0352783203125,93
15:04:24,0.043121337890625,93
15:04:24,0.043121337890625,93
15:04:25,0.0352783203125,93
15:04:25,0.0352783203125,93
15:04:25,0.0352783203125,93
15:04:25,0.0352783203125,93
15:04:25,0.043121337890625,93
15:04:25,0.043121337890625,93
15:04:25,0.043121337890625,93
15:04:25,0.043121337890625,93
15:04:25,0.05096435546875,94
15:04:25,0.043121337890625,93
15:04:25,0.043121337890625,93
15:04:25,0.0352783203125,93
15:04:26,0.043121337890625,93
15:04:26,-0.035308837890625,86
15:04:26,-0.0902099609375,81
15:04:26,-0.0274658203125,87
15:04:26,-0.01177978515625,88
15:04:26,-0.01177978515625,88
15:04:26,-0.003936767578125,89
15:04:26,-0.035308837890625,86
15:04:26,0.011749267578125,91
15:04:26,0.043121337890625,93
15:04:26,0.027435302734375,92
15:04:27,-0.01177978515625,88
15:04:27,-0.0274658203125,87
15:04:27,-0.003936767578125,89
15:04:27,0.01959228515625,91
15:04:27,-0.003936767578125,89
15:04:27,0.011749267578125,91
15:04:27,0.01959228515625,91
15:04:27,0.00390625,90
15:04:27,0.01959228515625,91
15:04:28,0.01959228515625,91
15:04:28,-0.003936767578125,89
15:04:28,0.01959228515625,91
15:04:28,0.01959228515625,91
15:04:28,-0.003936767578125,89
15:04:28,0.01959228515625,91
15:04:28,0.01959228515625,91
15:04:28,-0.003936767578125,89
15:04:28,-0.003936767578125,89
15:04:29,0.01959228515625,91
15:04:29,0.01959228515625,91
15:04:29,0.01959228515625,91
15:04:29,0.00390625,90
15:04:29,0.01959228515625,91
15:04:29,0.01959228515625,91
15:04:29,0.01959228515625,91
15:04:29,0.011749267578125,91
15:04:29,0.0352783203125,93
15:04:30,0.01959228515625,91
15:04:30,0.317626953125,118
15:04:30,0.325469970703125,119
15:04:30,0.043121337890625,93
15:04:30,0.043121337890625,93
15:04:30,0.05096435546875,94
15:04:30,0.043121337890625,93
15:04:30,0.043121337890625,93
15:04:30,0.05096435546875,94
15:04:30,0.05096435546875,94
15:04:31,0.05096435546875,94
15:04:31,0.043121337890625,93
15:04:31,0.043121337890625,93
15:04:31,-0.019622802734375,88
15:04:31,-0.349029541015625,58
15:04:31,0.01959228515625,91
15:04:31,0.05096435546875,94
15:04:31,0.05096435546875,94
15:04:31,0.05096435546875,94
15:04:31,-0.04315185546875,86
15:04:32,-0.95294189453125,4
15:04:32,-0.019622802734375,88
15:04:32,-0.95294189453125,4
15:04:32,-0.960784912109375,3
15:04:32,0.05096435546875,94
15:04:32,-0.317657470703125,61
15:04:32,-0.945098876953125,4
15:04:32,-0.003936767578125,89
15:04:32,-0.0274658203125,87
15:04:33,-0.04315185546875,86
15:04:33,-0.058837890625,84
15:04:33,-0.0274658203125,87
15:04:33,-0.066680908203125,83
15:04:33,-0.521575927734375,43
15:04:33,-0.3411865234375,59
15:04:33,-0.678436279296875,28
15:04:33,-0.960784912109375,3
15:04:33,-0.13726806640625,77
15:04:34,-0.945098876953125,4
15:04:34,0.05096435546875,94
15:04:34,-0.2784423828125,64
15:04:34,-0.9686279296875,2
15:04:34,-0.866668701171875,11
15:04:34,-0.0274658203125,87
15:04:34,-0.929412841796875,6
15:04:34,-0.92156982421875,7
15:04:34,-0.035308837890625,86
15:04:35,-0.945098876953125,4
15:04:35,-0.945098876953125,4
15:04:35,-0.0274658203125,87
15:04:35,-0.0274658203125,87
15:04:35,-0.29412841796875,63
15:04:35,-0.9686279296875,2
15:04:35,-0.9686279296875,2
15:04:35,-0.960784912109375,3
15:04:35,-0.9686279296875,2
15:04:35,-0.9686279296875,2
15:04:36,-0.9686279296875,2
15:04:36,-0.9686279296875,2
15:04:36,-0.9686279296875,2
15:04:36,-0.98431396484375,1
15:04:36,-0.85882568359375,12
15:04:36,-0.2470703125,67
15:04:36,-0.035308837890625,86
15:04:36,-0.019622802734375,88
15:04:36,0.0352783203125,93
15:04:36,0.0352783203125,93
15:04:36,0.043121337890625,93
15:04:37,0.043121337890625,93
15:04:37,0.05096435546875,94
15:04:37,0.043121337890625,93
15:04:37,0.043121337890625,93
15:04:37,0.058807373046875,95
15:04:37,0.192138671875,107
15:04:37,0.63134765625,146
15:04:37,0.23919677734375,111
15:04:37,0.11370849609375,100
15:04:37,0.52154541015625,136
15:04:38,0.529388427734375,137
15:04:38,0.05096435546875,94
15:04:38,0.043121337890625,93
15:04:38,0.36468505859375,122
15:04:38,0.05096435546875,94
